Symbol,Direction,Max Size USDT,Volume,Realized PnL,Realized PnL %,Open Time,Close Time,Open_Time_UTC,Close_Time_UTC,Open_Time_KST,Close_Time_KST,Open_Time_KST_Str,Close_Time_KST_Str,PnL_Value,PnL_Sign,PnL_Numeric,Size_USDT_Numeric,Size_USDT_Abs,Cumulative_PnL,Period_Cumulative_PnL
BTCUSD,Long,968660.78 USDT,1937321.56 USDT,16674.23 USDT,1.72 %,03/17/2024 16:37 UTC,03/17/2024 17:55 UTC,2024-03-17 16:37:00,2024-03-17 17:55:00,2024-03-18 01:37:00,2024-03-18 02:55:00,2024-03-18 01:37 KST,2024-03-18 02:55 KST,16674.23,1,16674.23,968660.78,968660.78,16674.23,16674.23
BTCUSD,Long,4866859.88 USDT,9733719.75 USDT,56677.92 USDT,1.16 %,03/18/2024 19:31 UTC,03/21/2024 05:53 UTC,2024-03-18 19:31:00,2024-03-21 05:53:00,2024-03-19 04:31:00,2024-03-21 14:53:00,2024-03-19 04:31 KST,2024-03-21 14:53 KST,56677.92,1,56677.92,4866859.88,4866859.88,73352.15,73352.15
BTCUSD,Long,3073240.28 USDT,6146480.56 USDT,29180.67 USDT,0.95 %,03/23/2024 06:36 UTC,04/03/2024 09:33 UTC,2024-03-23 06:36:00,2024-04-03 09:33:00,2024-03-23 15:36:00,2024-04-03 18:33:00,2024-03-23 15:36 KST,2024-04-03 18:33 KST,29180.67,1,29180.67,3073240.28,3073240.28,102532.81999999999,102532.81999999999
BTCUSD,Long,1001065.19 USDT,2002130.38 USDT,51025.84 USDT,5.10 %,04/14/2024 05:08 UTC,04/15/2024 22:05 UTC,2024-04-14 05:08:00,2024-04-15 22:05:00,2024-04-14 14:08:00,2024-04-16 07:05:00,2024-04-14 14:08 KST,2024-04-16 07:05 KST,51025.84,1,51025.84,1001065.19,1001065.19,153558.65999999997,153558.65999999997
BTCUSD,Long,2772572.32 USDT,5545144.64 USDT,66031.47 USDT,2.38 %,06/24/2024 19:01 UTC,06/25/2024 23:34 UTC,2024-06-24 19:01:00,2024-06-25 23:34:00,2024-06-25 04:01:00,2024-06-26 08:34:00,2024-06-25 04:01 KST,2024-06-26 08:34 KST,66031.47,1,66031.47,2772572.32,2772572.32,219590.12999999998,219590.12999999998
BTCUSD,Long,1938909.50 USDT,3877819.00 USDT,-2365.62 USDT,-0.12 %,06/29/2024 04:18 UTC,06/30/2024 11:50 UTC,2024-06-29 04:18:00,2024-06-30 11:50:00,2024-06-29 13:18:00,2024-06-30 20:50:00,2024-06-29 13:18 KST,2024-06-30 20:50 KST,2365.62,-1,-2365.62,1938909.5,1938909.5,217224.50999999998,217224.50999999998
BTCUSD,Long,3412552.50 USDT,6825105.00 USDT,102162.65 USDT,2.99 %,07/04/2024 10:54 UTC,07/07/2024 02:01 UTC,2024-07-04 10:54:00,2024-07-07 02:01:00,2024-07-04 19:54:00,2024-07-07 11:01:00,2024-07-04 19:54 KST,2024-07-07 11:01 KST,102162.65,1,102162.65,3412552.5,3412552.5,319387.16,319387.16
BTCUSD,Long,2326942.49 USDT,4653884.98 USDT,45672.59 USDT,1.96 %,07/08/2024 00:30 UTC,07/08/2024 17:48 UTC,2024-07-08 00:30:00,2024-07-08 17:48:00,2024-07-08 09:30:00,2024-07-09 02:48:00,2024-07-08 09:30 KST,2024-07-09 02:48 KST,45672.59,1,45672.59,2326942.49,2326942.49,365059.75,365059.75
BTCUSD,Long,535071.74 USDT,1070143.48 USDT,12922.27 USDT,2.42 %,07/09/2024 01:02 UTC,07/09/2024 16:11 UTC,2024-07-09 01:02:00,2024-07-09 16:11:00,2024-07-09 10:02:00,2024-07-10 01:11:00,2024-07-09 10:02 KST,2024-07-10 01:11 KST,12922.27,1,12922.27,535071.74,535071.74,377982.02,377982.02
BTCUSD,Long,546993.52 USDT,1093987.04 USDT,5757.97 USDT,1.05 %,07/12/2024 21:41 UTC,07/12/2024 23:05 UTC,2024-07-12 21:41:00,2024-07-12 23:05:00,2024-07-13 06:41:00,2024-07-13 08:05:00,2024-07-13 06:41 KST,2024-07-13 08:05 KST,5757.97,1,5757.97,546993.52,546993.52,383739.99,383739.99
BTCUSD,Long,600445.79 USDT,1200891.58 USDT,23348.69 USDT,3.89 %,08/02/2024 02:08 UTC,08/02/2024 07:42 UTC,2024-08-02 02:08:00,2024-08-02 07:42:00,2024-08-02 11:08:00,2024-08-02 16:42:00,2024-08-02 11:08 KST,2024-08-02 16:42 KST,23348.69,1,23348.69,600445.79,600445.79,407088.68,407088.68
BTCUSD,Long,1156748.32 USDT,2313496.64 USDT,314.10 USDT,0.03 %,08/04/2024 06:12 UTC,08/04/2024 16:34 UTC,2024-08-04 06:12:00,2024-08-04 16:34:00,2024-08-04 15:12:00,2024-08-05 01:34:00,2024-08-04 15:12 KST,2024-08-05 01:34 KST,314.1,1,314.1,1156748.32,1156748.32,407402.77999999997,407402.77999999997
BTCUSD,Long,1733462.71 USDT,3466925.42 USDT,11551.83 USDT,0.67 %,09/04/2024 10:10 UTC,09/04/2024 14:15 UTC,2024-09-04 10:10:00,2024-09-04 14:15:00,2024-09-04 19:10:00,2024-09-04 23:15:00,2024-09-04 19:10 KST,2024-09-04 23:15 KST,11551.83,1,11551.83,1733462.71,1733462.71,418954.61,418954.61
BTCUSD,Long,3372202.89 USDT,6744405.77 USDT,101661.33 USDT,3.01 %,09/06/2024 00:28 UTC,09/10/2024 09:04 UTC,2024-09-06 00:28:00,2024-09-10 09:04:00,2024-09-06 09:28:00,2024-09-10 18:04:00,2024-09-06 09:28 KST,2024-09-10 18:04 KST,101661.33,1,101661.33,3372202.89,3372202.89,520615.94,520615.94
BTCUSD,Long,1800054.65 USDT,3600109.30 USDT,59731.78 USDT,3.32 %,09/11/2024 12:04 UTC,09/12/2024 17:25 UTC,2024-09-11 12:04:00,2024-09-12 17:25:00,2024-09-11 21:04:00,2024-09-13 02:25:00,2024-09-11 21:04 KST,2024-09-13 02:25 KST,59731.78,1,59731.78,1800054.65,1800054.65,580347.72,580347.72
BTCUSD,Long,554065.43 USDT,1108130.86 USDT,25586.28 USDT,4.62 %,09/13/2024 00:16 UTC,09/14/2024 11:47 UTC,2024-09-13 00:16:00,2024-09-14 11:47:00,2024-09-13 09:16:00,2024-09-14 20:47:00,2024-09-13 09:16 KST,2024-09-14 20:47 KST,25586.28,1,25586.28,554065.43,554065.43,605934.0,605934.0
BTCUSD,Long,555615.13 USDT,1111230.26 USDT,9171.67 USDT,1.65 %,09/16/2024 23:29 UTC,09/17/2024 22:42 UTC,2024-09-16 23:29:00,2024-09-17 22:42:00,2024-09-17 08:29:00,2024-09-18 07:42:00,2024-09-17 08:29 KST,2024-09-18 07:42 KST,9171.67,1,9171.67,555615.13,555615.13,615105.67,615105.67
BTCUSD,Long,3128917.24 USDT,6257834.47 USDT,44868.58 USDT,1.43 %,10/02/2024 11:39 UTC,10/05/2024 02:34 UTC,2024-10-02 11:39:00,2024-10-05 02:34:00,2024-10-02 20:39:00,2024-10-05 11:34:00,2024-10-02 20:39 KST,2024-10-05 11:34 KST,44868.58,1,44868.58,3128917.24,3128917.24,659974.25,659974.25
BTCUSD,Long,3298248.07 USDT,6596496.15 USDT,32887.05 USDT,1.00 %,10/08/2024 10:15 UTC,10/12/2024 00:34 UTC,2024-10-08 10:15:00,2024-10-12 00:34:00,2024-10-08 19:15:00,2024-10-12 09:34:00,2024-10-08 19:15 KST,2024-10-12 09:34 KST,32887.05,1,32887.05,3298248.07,3298248.07,692861.3,692861.3
BTCUSD,Long,1983074.80 USDT,3966149.60 USDT,7181.67 USDT,0.36 %,11/01/2024 20:09 UTC,11/05/2024 23:55 UTC,2024-11-01 20:09:00,2024-11-05 23:55:00,2024-11-02 05:09:00,2024-11-06 08:55:00,2024-11-02 05:09 KST,2024-11-06 08:55 KST,7181.67,1,7181.67,1983074.8,1983074.8,700042.9700000001,700042.9700000001
BTCUSD,Long,827746.64 USDT,1655493.28 USDT,50580.40 USDT,6.11 %,11/12/2024 22:59 UTC,11/14/2024 02:42 UTC,2024-11-12 22:59:00,2024-11-14 02:42:00,2024-11-13 07:59:00,2024-11-14 11:42:00,2024-11-13 07:59 KST,2024-11-14 11:42 KST,50580.4,1,50580.4,827746.64,827746.64,750623.3700000001,750623.3700000001
BTCUSD,Long,2900856.38 USDT,5801712.75 USDT,122902.63 USDT,4.24 %,11/15/2024 01:10 UTC,11/18/2024 16:02 UTC,2024-11-15 01:10:00,2024-11-18 16:02:00,2024-11-15 10:10:00,2024-11-19 01:02:00,2024-11-15 10:10 KST,2024-11-19 01:02 KST,122902.63,1,122902.63,2900856.38,2900856.38,873526.0000000001,873526.0000000001
BTCUSD,Long,804470.17 USDT,1608940.34 USDT,7027.85 USDT,0.87 %,11/18/2024 23:01 UTC,11/19/2024 00:23 UTC,2024-11-18 23:01:00,2024-11-19 00:23:00,2024-11-19 08:01:00,2024-11-19 09:23:00,2024-11-19 08:01 KST,2024-11-19 09:23 KST,7027.85,1,7027.85,804470.17,804470.17,880553.8500000001,880553.8500000001
BTCUSD,Long,1657312.47 USDT,3314624.94 USDT,9288.10 USDT,0.56 %,11/26/2024 19:27 UTC,11/27/2024 10:58 UTC,2024-11-26 19:27:00,2024-11-27 10:58:00,2024-11-27 04:27:00,2024-11-27 19:58:00,2024-11-27 04:27 KST,2024-11-27 19:58 KST,9288.1,1,9288.1,1657312.47,1657312.47,889841.9500000001,889841.9500000001
BTCUSD,Long,2550958.68 USDT,5101917.36 USDT,25956.09 USDT,1.02 %,12/20/2024 18:09 UTC,12/20/2024 23:50 UTC,2024-12-20 18:09:00,2024-12-20 23:50:00,2024-12-21 03:09:00,2024-12-21 08:50:00,2024-12-21 03:09 KST,2024-12-21 08:50 KST,25956.09,1,25956.09,2550958.68,2550958.68,915798.04,915798.04
BTCUSD,Long,285884.31 USDT,571768.62 USDT,4657.26 USDT,1.63 %,12/20/2024 23:54 UTC,12/21/2024 00:31 UTC,2024-12-20 23:54:00,2024-12-21 00:31:00,2024-12-21 08:54:00,2024-12-21 09:31:00,2024-12-21 08:54 KST,2024-12-21 09:31 KST,4657.26,1,4657.26,285884.31,285884.31,920455.3,920455.3
BTCUSD,Long,1697606.51 USDT,3395213.02 USDT,25174.81 USDT,1.48 %,12/23/2024 04:52 UTC,12/23/2024 13:25 UTC,2024-12-23 04:52:00,2024-12-23 13:25:00,2024-12-23 13:52:00,2024-12-23 22:25:00,2024-12-23 13:52 KST,2024-12-23 22:25 KST,25174.81,1,25174.81,1697606.51,1697606.51,945630.1100000001,945630.1100000001
BTCUSD,Long,1681887.93 USDT,3363775.86 USDT,35644.27 USDT,2.12 %,12/23/2024 23:43 UTC,12/24/2024 23:02 UTC,2024-12-23 23:43:00,2024-12-24 23:02:00,2024-12-24 08:43:00,2024-12-25 08:02:00,2024-12-24 08:43 KST,2024-12-25 08:02 KST,35644.27,1,35644.27,1681887.93,1681887.93,981274.3800000001,981274.3800000001
BTCUSD,Long,846861.90 USDT,1693723.80 USDT,2429.81 USDT,0.29 %,12/28/2024 10:08 UTC,12/29/2024 00:33 UTC,2024-12-28 10:08:00,2024-12-29 00:33:00,2024-12-28 19:08:00,2024-12-29 09:33:00,2024-12-28 19:08 KST,2024-12-29 09:33 KST,2429.81,1,2429.81,846861.9,846861.9,983704.1900000002,983704.1900000002
BTCUSD,Long,3315795.61 USDT,6631591.23 USDT,103405.66 USDT,3.12 %,12/30/2024 01:40 UTC,12/31/2024 22:56 UTC,2024-12-30 01:40:00,2024-12-31 22:56:00,2024-12-30 10:40:00,2025-01-01 07:56:00,2024-12-30 10:40 KST,2025-01-01 07:56 KST,103405.66,1,103405.66,3315795.61,3315795.61,1087109.85,1087109.85
BTCUSD,Long,840300.86 USDT,1680601.72 USDT,29963.16 USDT,3.57 %,01/01/2025 02:38 UTC,01/03/2025 00:18 UTC,2025-01-01 02:38:00,2025-01-03 00:18:00,2025-01-01 11:38:00,2025-01-03 09:18:00,2025-01-01 11:38 KST,2025-01-03 09:18 KST,29963.16,1,29963.16,840300.86,840300.86,1117073.01,1117073.01
BTCUSD,Long,5072144.79 USDT,10144289.57 USDT,14723.45 USDT,0.29 %,01/08/2025 09:16 UTC,01/13/2025 00:04 UTC,2025-01-08 09:16:00,2025-01-13 00:04:00,2025-01-08 18:16:00,2025-01-13 09:04:00,2025-01-08 18:16 KST,2025-01-13 09:04 KST,14723.45,1,14723.45,5072144.79,5072144.79,1131796.46,1131796.46
BTCUSD,Long,4679137.29 USDT,9358274.59 USDT,207283.76 USDT,4.43 %,01/13/2025 00:20 UTC,01/14/2025 21:24 UTC,2025-01-13 00:20:00,2025-01-14 21:24:00,2025-01-13 09:20:00,2025-01-15 06:24:00,2025-01-13 09:20 KST,2025-01-15 06:24 KST,207283.76,1,207283.76,4679137.29,4679137.29,1339080.22,1339080.22
BTCUSD,Long,1207926.90 USDT,2415853.81 USDT,32566.03 USDT,2.70 %,01/21/2025 09:58 UTC,01/21/2025 23:35 UTC,2025-01-21 09:58:00,2025-01-21 23:35:00,2025-01-21 18:58:00,2025-01-22 08:35:00,2025-01-21 18:58 KST,2025-01-22 08:35 KST,32566.03,1,32566.03,1207926.9,1207926.9,1371646.25,1371646.25
BTCUSD,Long,913953.90 USDT,1827907.80 USDT,33494.61 USDT,3.66 %,01/23/2025 13:15 UTC,01/23/2025 23:48 UTC,2025-01-23 13:15:00,2025-01-23 23:48:00,2025-01-23 22:15:00,2025-01-24 08:48:00,2025-01-23 22:15 KST,2025-01-24 08:48 KST,33494.61,1,33494.61,913953.9,913953.9,1405140.86,1405140.86
BTCUSD,Long,4816785.08 USDT,9633570.17 USDT,44295.62 USDT,0.92 %,01/27/2025 08:17 UTC,01/28/2025 00:16 UTC,2025-01-27 08:17:00,2025-01-28 00:16:00,2025-01-27 17:17:00,2025-01-28 09:16:00,2025-01-27 17:17 KST,2025-01-28 09:16 KST,44295.62,1,44295.62,4816785.08,4816785.08,1449436.4800000002,1449436.4800000002
BTCUSD,Long,3671543.94 USDT,7343087.88 USDT,171593.28 USDT,4.67 %,02/02/2025 13:52 UTC,02/04/2025 05:37 UTC,2025-02-02 13:52:00,2025-02-04 05:37:00,2025-02-02 22:52:00,2025-02-04 14:37:00,2025-02-02 22:52 KST,2025-02-04 14:37 KST,171593.28,1,171593.28,3671543.94,3671543.94,1621029.7600000002,1621029.7600000002
BTCUSD,Long,15326679.41 USDT,32047358.83 USDT,1059103.85 USDT,6.91 %,02/19/2025 03:43 UTC,03/03/2025 09:13 UTC,2025-02-19 03:43:00,2025-03-03 09:13:00,2025-02-19 12:43:00,2025-03-03 18:13:00,2025-02-19 12:43 KST,2025-03-03 18:13 KST,1059103.85,1,1059103.85,15326679.41,15326679.41,2680133.6100000003,2680133.6100000003
BTCUSD,Long,2847380.84 USDT,5694761.68 USDT,85006.90 USDT,2.99 %,03/07/2025 09:28 UTC,03/07/2025 20:07 UTC,2025-03-07 09:28:00,2025-03-07 20:07:00,2025-03-07 18:28:00,2025-03-08 05:07:00,2025-03-07 18:28 KST,2025-03-08 05:07 KST,85006.9,1,85006.9,2847380.84,2847380.84,2765140.5100000002,2765140.5100000002
BTCUSD,Long,1942407.81 USDT,3884815.62 USDT,104732.40 USDT,5.39 %,03/11/2025 10:31 UTC,03/12/2025 11:35 UTC,2025-03-11 10:31:00,2025-03-12 11:35:00,2025-03-11 19:31:00,2025-03-12 20:35:00,2025-03-11 19:31 KST,2025-03-12 20:35 KST,104732.4,1,104732.4,1942407.81,1942407.81,2869872.91,2869872.91
BTCUSD,Long,1896854.43 USDT,3793708.86 USDT,101137.88 USDT,5.33 %,04/07/2025 17:23 UTC,04/08/2025 11:31 UTC,2025-04-07 17:23:00,2025-04-08 11:31:00,2025-04-08 02:23:00,2025-04-08 20:31:00,2025-04-08 02:23 KST,2025-04-08 20:31 KST,101137.88,1,101137.88,1896854.43,1896854.43,2971010.79,2971010.79
BTCUSD,Long,1588203.66 USDT,3176407.33 USDT,49076.43 USDT,3.09 %,04/09/2025 14:22 UTC,04/10/2025 12:06 UTC,2025-04-09 14:22:00,2025-04-10 12:06:00,2025-04-09 23:22:00,2025-04-10 21:06:00,2025-04-09 23:22 KST,2025-04-10 21:06 KST,49076.43,1,49076.43,1588203.66,1588203.66,3020087.22,3020087.22
